,TSNE_1,TSNE_2,cluster_assignment
80004,-32.022438,45.2497,53 Unresolved                  
55763,-28.133102,13.138079,53 Unresolved                  
591,-18.805958,49.546158,53 Unresolved                  
151351,-31.084352,-5.2407675,53 Unresolved                  
38155,-5.7541356,10.3069,44 Migrating Int Lhx6          
54948,-39.247528,-18.394707,11 CTX PyrL4/L5                
20465,17.111221,2.1856003,49 Migrating Int Lgr6          
134258,8.222788,-17.145655,4 Medium Spiny Neurons         
130829,-32.01683,20.632261,53 Unresolved                  
67102,37.887203,23.375223,28 CB Granule                  
44826,-23.91711,4.433698,53 Unresolved                  
137663,62.16807,-19.639574,69 Astro Prdm16                
6410,31.773186,26.991064,28 CB Granule                  
124267,39.45697,-21.17412,53 Unresolved                  
59761,-13.684961,-38.38768,14 CTX PyrL6a                  
136039,-10.844919,4.4914346,44 Migrating Int Lhx6          
116940,6.3496423,-22.895279,4 Medium Spiny Neurons         
75122,10.444035,-24.86637,4 Medium Spiny Neurons         
107018,-41.58416,-37.747124,17 CTX PyrL6                   
162995,-35.142048,-38.857773,15 CTX PyrL5/L6 Sulf1          
94273,-11.286215,24.752129,19 MTt Glut                    
45101,64.04723,-21.13535,69 Astro Prdm16                
29814,-2.836734,33.15188,53 Unresolved                  
117248,-11.627222,5.575466,44 Migrating Int Lhx6          
110166,39.676888,7.6938744,25 CB Granule Precursor        
143849,57.05288,-20.540411,68 Astro Slc7a10               
47930,29.360836,38.55762,28 CB Granule                  
30735,19.729939,-5.851375,48 Migrating Int Pbx3          
47000,-46.011303,-13.509126,53 Unresolved                  
162021,-11.86347,4.581529,53 Unresolved                  
30223,-8.8213,-5.114252,53 Unresolved                  
113231,-48.25292,-26.26348,7 CTX PyrL2/L3 Met             
33612,-29.626347,-39.233818,9 CTX PyrL2/L3/L4 Mef2c        
149001,-29.007431,36.872196,53 Unresolved                  
52408,-9.1184435,19.994987,44 Migrating Int Lhx6          
117849,-22.421467,41.808605,53 Unresolved                  
46591,-1.6940967,15.013281,53 Unresolved                  
50563,17.677813,-2.8356073,46 Migrating Int Cpa6          
88519,53.52361,-20.616592,68 Astro Slc7a10               
11539,-40.27912,0.86029315,53 Unresolved                  
140333,1.9773513,12.553557,44 Migrating Int Lhx6          
107326,-16.505463,52.00767,28 CB Granule                  
65246,-21.316212,-32.113014,6 CTX PyrL2/L3/L4 Ntf3         
42934,33.273552,-44.83288,66 VLMC Slc6a13                
138637,-17.77938,-36.62769,6 CTX PyrL2/L3/L4 Ntf3         
81540,-2.3534539,-10.871561,53 Unresolved                  
149712,-58.39281,-22.123974,11 CTX PyrL4/L5                
58049,-11.531086,28.636877,20 THAL Glut                   
83242,-20.457586,6.924789,20 THAL Glut                   
25268,-6.307275,6.7728524,44 Migrating Int Lhx6          
140063,-37.690464,36.44074,53 Unresolved                  
14491,15.110938,-34.09896,4 Medium Spiny Neurons         
92165,-44.346497,-21.131294,53 Unresolved                  
110100,46.86542,-21.954727,69 Astro Prdm16                
96526,-6.997796,33.422077,53 Unresolved                  
98082,-37.24954,24.89202,53 Unresolved                  
155959,-6.5403237,35.8822,53 Unresolved                  
116691,-23.377945,-16.281519,53 Unresolved                  
118173,41.170967,39.260864,28 CB Granule                  
27965,-30.484179,-39.092453,14 CTX PyrL6a                  
122622,-11.934977,37.480717,53 Unresolved                  
24070,16.794405,-1.3302498,46 Migrating Int Cpa6          
104003,47.840736,-21.01173,69 Astro Prdm16                
58332,20.392073,-8.077847,47 Migrating Int Foxp2         
9213,-23.596018,28.612095,53 Unresolved                  
92133,40.135223,23.700327,53 Unresolved                  
39563,45.24682,-19.65024,69 Astro Prdm16                
113559,-15.401466,25.000652,53 Unresolved                  
50651,12.249667,-0.2691917,46 Migrating Int Cpa6          
47108,-3.5218391,8.899789,44 Migrating Int Lhx6          
112686,-28.259855,5.422229,53 Unresolved                  
144005,-20.798723,48.4604,53 Unresolved                  
153272,-25.422981,-43.539745,9 CTX PyrL2/L3/L4 Mef2c        
59333,-22.099344,-41.879906,9 CTX PyrL2/L3/L4 Mef2c        
4881,71.086845,12.155186,59 Oligo COP1                  
128369,11.053941,2.3337839,46 Migrating Int Cpa6          
116483,-54.310703,-27.631907,7 CTX PyrL2/L3 Met             
9487,-9.084184,9.41394,44 Migrating Int Lhx6          
79459,-19.017431,17.698124,19 MTt Glut                    
27573,-34.497967,-34.502903,13 CTX PyrL5 Fezf2             
154405,75.09028,12.369512,60 Oligo COP2                  
137660,-11.998266,38.20464,53 Unresolved                  
149819,-36.007034,-19.591097,11 CTX PyrL4/L5                
33823,-14.187575,-36.398247,8 CTX PyrL4 Wnt5b              
133468,-26.52346,-41.301117,53 Unresolved                  
105883,-4.197811,-5.1312413,53 Unresolved                  
115629,-36.413742,35.272156,53 Unresolved                  
104961,-41.809383,43.665237,23 Purkinje Late               
105313,-5.5377345,39.3949,27 CB Int Golgi/Stellate/Basket
52354,-20.30233,11.357683,53 Unresolved                  
126975,21.000427,12.519446,28 CB Granule                  
128708,73.0336,11.959075,60 Oligo COP2                  
92668,35.04569,21.747396,28 CB Granule                  
11052,8.987437,-31.46131,4 Medium Spiny Neurons         
123628,-16.313076,-3.920188,53 Unresolved                  
123440,3.6256196,-22.769255,4 Medium Spiny Neurons         
11705,-23.905272,11.836387,53 Unresolved                  
102896,-30.944544,-13.712982,53 Unresolved                  
132269,77.30638,11.602204,58 Oligo NFOL1                 
32915,-18.89007,46.68043,53 Unresolved                  
141998,-0.7518862,17.55933,44 Migrating Int Lhx6          
27440,10.864861,-30.886415,4 Medium Spiny Neurons         
44325,-15.24977,-1.7922403,53 Unresolved                  
75290,39.491703,35.52774,28 CB Granule                  
105811,-8.771921,26.791534,19 MTt Glut                    
108317,9.909586,-15.851213,4 Medium Spiny Neurons         
80415,-18.035069,39.589996,53 Unresolved                  
74083,60.9044,-26.735159,53 Unresolved                  
103247,64.03827,11.895141,61 OPC                         
74434,-52.565018,-10.627422,53 Unresolved                  
52078,28.429028,37.964367,28 CB Granule                  
127345,48.04335,-20.594292,69 Astro Prdm16                
140130,-31.46621,30.853828,53 Unresolved                  
150918,-4.592604,30.895267,53 Unresolved                  
33845,-35.845867,-20.587275,9 CTX PyrL2/L3/L4 Mef2c        
26626,36.5586,9.190183,25 CB Granule Precursor        
82965,34.25375,19.036728,28 CB Granule                  
37521,-34.47763,-16.169302,9 CTX PyrL2/L3/L4 Mef2c        
93397,-25.764694,23.560713,53 Unresolved                  
8251,-40.1116,-25.750597,7 CTX PyrL2/L3 Met             
86061,-4.144296,20.498688,53 Unresolved                  
81340,88.46133,10.928093,57 Oligo MOL                   
96112,38.52738,37.16457,28 CB Granule                  
34917,16.77538,-4.21689,48 Migrating Int Pbx3          
35477,-6.8918457,-15.216197,53 Unresolved                  
109725,-52.14991,-17.029472,53 Unresolved                  
125576,13.161082,-9.151408,53 Unresolved                  
86228,47.595028,-7.980122,71 Bergmann Glia               
141374,-49.02374,-34.18602,9 CTX PyrL2/L3/L4 Mef2c        
107737,25.06346,29.698101,53 Unresolved                  
127228,26.641344,13.261162,29 CB Int Precursor            
160021,-34.952194,-41.69876,17 CTX PyrL6                   
21551,-17.075293,-34.367676,9 CTX PyrL2/L3/L4 Mef2c        
152155,-20.186653,-36.52,9 CTX PyrL2/L3/L4 Mef2c        
117737,-47.877167,-29.541912,12 CTX PyrL5 Itgb3             
55109,-30.774517,-38.659924,14 CTX PyrL6a                  
56810,19.055506,-2.6805375,28 CB Granule                  
12270,10.720783,4.7186217,46 Migrating Int Cpa6          
56309,43.056255,-12.280889,69 Astro Prdm16                
108839,-0.94392365,-15.490193,53 Unresolved                  
16596,88.230125,8.638788,57 Oligo MOL                   
111879,55.730907,-29.280838,68 Astro Slc7a10               
121319,0.05388537,15.246499,44 Migrating Int Lhx6          
114256,-20.19324,45.460148,53 Unresolved                  
14571,39.583374,19.246803,28 CB Granule                  
59042,-23.045715,23.728565,53 Unresolved                  
9966,-28.566643,14.11736,53 Unresolved                  
139671,-32.387314,33.37636,19 MTt Glut                    
71993,-28.820173,-34.394615,9 CTX PyrL2/L3/L4 Mef2c        
115321,-54.214035,-24.049856,9 CTX PyrL2/L3/L4 Mef2c        
93150,-34.758705,-41.921444,17 CTX PyrL6                   
68283,-35.99596,38.840466,53 Unresolved                  
78043,54.825428,17.350698,28 CB Granule                  
159076,-36.226902,-19.527477,11 CTX PyrL4/L5                
1580,-36.349247,-26.433033,9 CTX PyrL2/L3/L4 Mef2c        
13538,-17.084839,-13.301992,53 Unresolved                  
152428,32.658997,35.56453,28 CB Granule                  
122594,62.794983,9.618714,61 OPC                         
50620,46.692047,-12.902783,69 Astro Prdm16                
141325,-37.11168,-19.544806,11 CTX PyrL4/L5                
132450,31.694527,39.24347,28 CB Granule                  
69786,-23.346706,-5.7125983,53 Unresolved                  
108149,-46.33538,14.780601,20 THAL Glut                   
35883,-47.863853,23.6162,53 Unresolved                  
58999,-18.872284,51.463913,53 Unresolved                  
76493,33.221992,17.803577,28 CB Granule                  
113287,-24.291065,-6.5623164,53 Unresolved                  
108518,-21.935633,-31.425034,9 CTX PyrL2/L3/L4 Mef2c        
82065,-40.521824,-10.770558,53 Unresolved                  
42750,55.952877,-27.978287,68 Astro Slc7a10               
111999,-28.738783,11.517372,53 Unresolved                  
36992,35.89556,36.974815,28 CB Granule                  
127471,15.308577,-0.44443375,46 Migrating Int Cpa6          
96846,-32.386436,-3.6726444,9 CTX PyrL2/L3/L4 Mef2c        
42538,67.18694,8.609461,61 OPC                         
9408,-42.536827,22.507362,53 Unresolved                  
85597,-43.261944,41.63451,23 Purkinje Late               
14320,30.721354,37.786903,28 CB Granule                  
47560,36.937645,18.021868,25 CB Granule Precursor        
129285,-34.432465,16.922573,53 Unresolved                  
36456,-38.240173,-27.896145,9 CTX PyrL2/L3/L4 Mef2c        
52492,-14.482902,39.743263,53 Unresolved                  
128417,-33.911327,-19.093987,11 CTX PyrL4/L5                
6275,-32.25138,6.955647,53 Unresolved                  
151612,-22.93566,52.933422,43 SC Glut Gna14               
21475,14.113305,13.953765,4 Medium Spiny Neurons         
44072,31.979427,1.5520813,36 HIPP Granule Mki67          
59704,-34.357754,-10.366955,53 Unresolved                  
83308,41.086998,7.621957,25 CB Granule Precursor        
76263,-30.007935,-14.0290575,11 CTX PyrL4/L5                
96608,-29.486378,-34.2042,9 CTX PyrL2/L3/L4 Mef2c        
93610,-35.20991,21.397959,53 Unresolved                  
68101,-4.9786944,21.668032,44 Migrating Int Lhx6          
161709,10.027733,1.895881,46 Migrating Int Cpa6          
156532,-14.141458,-10.699566,53 Unresolved                  
100379,-51.800526,-3.481357,2 OB Mitral/Tufted Ms4a15      
122207,-39.0118,34.46986,53 Unresolved                  
97115,-25.779072,30.65519,53 Unresolved                  
122051,0.6532214,-3.7144313,53 Unresolved                  
114920,58.08996,-23.059921,68 Astro Slc7a10               
75581,-37.845768,35.496506,53 Unresolved                  
6963,-34.426083,36.122566,53 Unresolved                  
139134,-32.04512,-8.243635,53 Unresolved                  
51166,61.3303,-24.236423,68 Astro Slc7a10               
83779,-20.195284,25.976284,53 Unresolved                  
55623,29.567368,-44.24718,66 VLMC Slc6a13                
139296,37.22913,13.336122,25 CB Granule Precursor        
161203,34.001827,1.7985324,61 OPC                         
112694,33.00743,5.887863,63 Microglia                   
141910,-14.915738,23.395967,53 Unresolved                  
36692,-7.424975,-21.302656,53 Unresolved                  
50143,-24.412085,25.715416,53 Unresolved                  
131499,-16.700998,12.562726,53 Unresolved                  
13324,62.996586,18.884811,61 OPC                         
36214,29.797205,39.425503,28 CB Granule                  
2156,-4.5326266,12.008318,44 Migrating Int Lhx6          
33983,32.413437,-45.902546,64 Endothelia                  
25213,-35.963257,4.0572042,53 Unresolved                  
140145,44.604317,-13.827202,69 Astro Prdm16                
5420,-33.285828,38.80012,53 Unresolved                  
134628,31.949755,37.698303,28 CB Granule                  
92495,-20.366133,-39.50357,9 CTX PyrL2/L3/L4 Mef2c        
10000,-17.475801,-4.9248133,53 Unresolved                  
108002,40.83502,27.814943,28 CB Granule                  
27126,14.429929,-28.162971,46 Migrating Int Cpa6          
19310,-25.401962,-2.9177885,53 Unresolved                  
46889,8.508278,-21.62731,4 Medium Spiny Neurons         
73758,58.53396,-24.403076,68 Astro Slc7a10               
91914,11.302041,-28.518593,4 Medium Spiny Neurons         
29339,-45.040348,-16.239126,53 Unresolved                  
45926,-4.482424,6.6227183,44 Migrating Int Lhx6          
151488,-34.378952,-42.84284,17 CTX PyrL6                   
64709,6.651836,-7.2325797,53 Unresolved                  
146548,54.38016,-15.234415,69 Astro Prdm16                
54128,56.183987,-28.266743,68 Astro Slc7a10               
128749,-36.181858,42.298008,53 Unresolved                  
130004,61.76146,-19.054308,69 Astro Prdm16                
40181,-24.17129,-29.659248,6 CTX PyrL2/L3/L4 Ntf3         
31678,39.08405,5.7481656,25 CB Granule Precursor        
84358,46.055576,-27.631632,69 Astro Prdm16                
135044,56.775417,-24.228506,68 Astro Slc7a10               
68815,33.629707,19.97503,28 CB Granule                  
141282,67.60619,10.58196,61 OPC                         
95773,-22.655947,30.102419,53 Unresolved                  
43055,-24.57304,13.384933,53 Unresolved                  
42452,-7.151752,-21.419996,53 Unresolved                  
152872,-5.513466,32.74887,53 Unresolved                  
101269,-18.30658,-32.64927,8 CTX PyrL4 Wnt5b              
92150,7.247174,-34.051662,4 Medium Spiny Neurons         
44078,-17.49466,36.418728,53 Unresolved                  
127740,45.131634,-19.78662,69 Astro Prdm16                
78816,11.867035,-16.920649,4 Medium Spiny Neurons         
26005,61.18005,12.464583,61 OPC                         
4210,-21.858126,-36.925747,9 CTX PyrL2/L3/L4 Mef2c        
77292,26.019552,15.93165,29 CB Int Precursor            
78569,-26.997988,-41.51004,17 CTX PyrL6                   
109439,-19.066196,41.35028,53 Unresolved                  
47871,44.665882,-30.294827,72 Ependyma                    
89080,-36.87116,-19.733643,11 CTX PyrL4/L5                
110786,-19.293896,37.147125,53 Unresolved                  
161441,-32.017765,24.079445,53 Unresolved                  
2763,32.122707,-47.55176,63 Microglia                   
11014,43.789776,-18.847038,69 Astro Prdm16                
62512,-31.506054,-1.1103454,53 Unresolved                  
33007,-33.07711,-41.642025,53 Unresolved                  
21431,44.29944,-10.911916,71 Bergmann Glia               
42902,0.44621396,17.408796,53 Unresolved                  
101965,7.4179173,1.3463044,53 Unresolved                  
161049,-34.559624,-34.179573,53 Unresolved                  
20285,-13.861841,30.37755,53 Unresolved                  
0,-3.73399,16.486452,53 Unresolved                  
58041,-31.34289,-28.999096,11 CTX PyrL4/L5                
117721,-8.183295,-18.18509,4 Medium Spiny Neurons         
47179,43.38854,-10.3428,69 Astro Prdm16                
29062,53.347694,-17.361364,71 Bergmann Glia               
149703,41.528603,25.218414,53 Unresolved                  
73460,-38.42196,35.11291,53 Unresolved                  
5866,-4.0988464,13.561405,53 Unresolved                  
78093,-16.946953,27.151264,53 Unresolved                  
85212,-27.304703,-29.541428,53 Unresolved                  
138023,60.75888,-19.685911,68 Astro Slc7a10               
71063,25.567064,12.049196,29 CB Int Precursor            
157143,-20.114023,-27.64375,9 CTX PyrL2/L3/L4 Mef2c        
48325,39.34194,21.503689,28 CB Granule                  
72776,87.0934,9.11552,57 Oligo MOL                   
160738,-26.465483,-40.518356,6 CTX PyrL2/L3/L4 Ntf3         
85008,-33.981762,-43.10986,17 CTX PyrL6                   
135693,-15.169498,34.053074,53 Unresolved                  
84588,-25.769972,23.281786,20 THAL Glut                   
5665,-45.157608,15.516736,20 THAL Glut                   
32552,44.621544,-18.031933,69 Astro Prdm16                
11778,-19.303904,49.0375,53 Unresolved                  
104081,11.76818,-23.89147,4 Medium Spiny Neurons         
6350,63.63845,18.718016,61 OPC                         
22635,-25.4752,-43.845844,53 Unresolved                  
7220,-25.96231,18.52363,53 Unresolved                  
146725,-36.21021,12.284023,20 THAL Glut                   
25836,32.72034,37.330864,28 CB Granule                  
61993,-26.398262,20.908754,53 Unresolved                  
57938,-25.869438,29.27581,53 Unresolved                  
46187,30.803835,-45.45604,66 VLMC Slc6a13                
118747,-36.13104,36.26196,53 Unresolved                  
36645,11.363784,-22.773523,4 Medium Spiny Neurons         
113708,-14.699357,18.83065,53 Unresolved                  
85700,62.375637,15.163939,61 OPC                         
18205,-13.787376,28.908138,53 Unresolved                  
38642,33.03383,-46.85275,63 Microglia                   
110099,-38.646923,-20.70745,11 CTX PyrL4/L5                
54711,-36.319275,3.4846609,53 Unresolved                  
99185,-7.666894,-9.126726,4 Medium Spiny Neurons         
144365,27.632988,23.150646,53 Unresolved                  
148350,40.111546,5.0185194,25 CB Granule Precursor        
54876,47.83133,-22.195623,69 Astro Prdm16                
100819,-23.715738,-38.715214,9 CTX PyrL2/L3/L4 Mef2c        
50173,3.7237558,-26.05717,4 Medium Spiny Neurons         
60770,-17.372488,22.208868,53 Unresolved                  
136357,-18.1155,38.096874,53 Unresolved                  
131976,-2.9820983,29.980919,53 Unresolved                  
147759,-15.303106,41.62848,53 Unresolved                  
15158,11.9045315,-33.234447,4 Medium Spiny Neurons         
15930,28.096659,-44.380054,66 VLMC Slc6a13                
66541,-21.930593,50.735558,42 SC Glut Hmga2               
23830,10.239327,-28.503984,4 Medium Spiny Neurons         
17779,36.22507,18.873135,25 CB Granule Precursor        
102761,-31.021276,-13.828961,53 Unresolved                  
101238,-44.561684,-17.017378,53 Unresolved                  
83275,7.078825,-31.920748,4 Medium Spiny Neurons         
154968,54.977413,-26.340322,69 Astro Prdm16                
78239,43.249878,-24.63105,69 Astro Prdm16                
146550,-15.802643,-25.589067,53 Unresolved                  
1188,17.901426,12.027864,53 Unresolved                  
85557,30.296083,-7.296937,39 HIPP Granule Nrp2           
15802,-43.79094,-21.646448,40 HIPP Granule/PyrCA3         
148663,53.532795,-27.377848,69 Astro Prdm16                
134540,-52.66753,-2.6590698,53 Unresolved                  
136186,31.998638,-49.68334,62 Macrophage                  
28006,10.796684,-20.019655,4 Medium Spiny Neurons         
14168,67.640114,8.248363,61 OPC                         
129340,-31.90502,-32.30498,53 Unresolved                  
35844,-6.869649,5.171716,53 Unresolved                  
61955,43.499874,-23.62007,69 Astro Prdm16                
74499,53.46484,-13.347917,69 Astro Prdm16                
61382,48.142296,-26.268694,68 Astro Slc7a10               
20402,-51.93284,-31.597378,7 CTX PyrL2/L3 Met             
94079,-54.864334,-33.74775,53 Unresolved                  
76882,-46.209602,-21.479578,53 Unresolved                  
97925,-29.171547,33.61939,19 MTt Glut                    
160292,41.94378,-24.126152,9 CTX PyrL2/L3/L4 Mef2c        
96136,-30.77064,40.920677,53 Unresolved                  
157485,-25.342594,30.854685,53 Unresolved                  
126175,-22.27393,-20.863497,53 Unresolved                  
161169,-42.979214,2.2536058,53 Unresolved                  
110274,28.557068,-50.1147,57 Oligo MOL                   
122578,38.546474,30.00653,28 CB Granule                  
99048,-6.4938483,8.321966,53 Unresolved                  
147484,-31.381166,-8.721797,53 Unresolved                  
98915,89.2845,9.299869,57 Oligo MOL                   
78299,35.269966,37.8946,9 CTX PyrL2/L3/L4 Mef2c        
124875,-42.595097,-27.512735,53 Unresolved                  
62672,-46.88228,12.916411,20 THAL Glut                   
141923,-26.063484,-23.02548,40 HIPP Granule/PyrCA3         
159815,24.64703,22.265753,53 Unresolved                  
141585,56.138893,-16.512714,68 Astro Slc7a10               
17059,-53.04643,-10.192249,53 Unresolved                  
30368,-55.727463,-18.029053,10 CTX PyrL4 Rorb              
101044,-4.193928,29.012156,53 Unresolved                  
93904,-50.286427,-18.02096,53 Unresolved                  
50983,1.1821511,13.872916,44 Migrating Int Lhx6          
23966,-38.669907,35.380264,53 Unresolved                  
19652,51.84413,-18.359707,71 Bergmann Glia               
151148,90.959496,10.740329,57 Oligo MOL                   
18968,-12.000595,7.3993196,44 Migrating Int Lhx6          
141568,-22.015238,53.8061,53 Unresolved                  
58251,17.15732,2.534913,28 CB Granule                  
153153,-19.18203,52.34197,53 Unresolved                  
141705,11.061728,-29.642345,4 Medium Spiny Neurons         
147289,-2.0118976,7.132132,44 Migrating Int Lhx6          
52390,-20.738525,21.062235,53 Unresolved                  
100150,-28.748798,-2.4961994,20 THAL Glut                   
63982,47.706264,-9.486146,69 Astro Prdm16                
25889,37.041695,-1.2351943,29 CB Int Precursor            
148371,11.583858,4.724876,46 Migrating Int Cpa6          
122547,-11.117689,28.360493,53 Unresolved                  
63957,-14.227556,-37.380013,6 CTX PyrL2/L3/L4 Ntf3         
26660,65.288025,10.835541,61 OPC                         
100761,-15.856609,37.33855,53 Unresolved                  
11972,-21.054367,43.11617,53 Unresolved                  
22294,77.33725,13.215142,58 Oligo NFOL1                 
21284,-28.12477,21.081383,20 THAL Glut                   
72262,-45.867493,-14.083296,15 CTX PyrL5/L6 Sulf1          
31401,57.8665,-8.07397,61 OPC                         
99251,-24.758148,-21.949375,38 HIPP Pyr Grik4              
125136,-52.30648,-18.474857,53 Unresolved                  
102493,-44.46024,-18.047087,40 HIPP Granule/PyrCA3         
130226,-38.139503,-41.529793,17 CTX PyrL6                   
66449,-52.10677,-34.4551,9 CTX PyrL2/L3/L4 Mef2c        
47494,-33.25815,-45.502792,17 CTX PyrL6                   
159635,-26.99403,-33.54881,10 CTX PyrL4 Rorb              
50701,35.37721,33.40456,28 CB Granule                  
127218,-23.330156,-14.82797,53 Unresolved                  
44703,-25.65786,-40.764645,9 CTX PyrL2/L3/L4 Mef2c        
95351,-13.042779,37.497543,53 Unresolved                  
70534,-35.877357,-39.378304,17 CTX PyrL6                   
120194,-38.859367,-39.27482,17 CTX PyrL6                   
127104,9.822689,0.656983,46 Migrating Int Cpa6          
8529,0.33966708,17.081095,53 Unresolved                  
28054,-48.114204,-21.139463,53 Unresolved                  
74664,-20.564331,-5.4755516,53 Unresolved                  
126435,10.136462,-15.675532,48 Migrating Int Pbx3          
145640,-24.592115,-20.428862,53 Unresolved                  
24511,18.029207,-12.1563425,47 Migrating Int Foxp2         
9981,89.11399,13.393601,56 Oligo MFOL1                 
72557,-53.546185,-27.533518,7 CTX PyrL2/L3 Met             
73467,15.532009,-10.705906,48 Migrating Int Pbx3          
151583,60.896236,18.14351,61 OPC                         
86913,39.351357,-22.17832,53 Unresolved                  
59802,-20.544683,40.777653,53 Unresolved                  
16173,47.107647,-28.458344,71 Bergmann Glia               
100245,-33.29147,8.027321,53 Unresolved                  
113741,-23.03033,47.554836,53 Unresolved                  
160162,1.2432091,-15.032314,53 Unresolved                  
96793,-21.107628,10.340683,53 Unresolved                  
74479,31.75561,1.8480957,29 CB Int Precursor            
32456,-35.474358,-41.094585,17 CTX PyrL6                   
118021,11.8229685,0.9978155,46 Migrating Int Cpa6          
130931,9.462632,-24.478231,4 Medium Spiny Neurons         
86267,-29.016874,30.492954,53 Unresolved                  
145910,76.78305,11.289422,58 Oligo NFOL1                 
75144,9.327596,-15.206122,53 Unresolved                  
2228,-27.555185,12.395828,53 Unresolved                  
79552,33.04761,19.245228,28 CB Granule                  
33105,39.780373,6.3164644,25 CB Granule Precursor        
60822,-14.330505,43.364094,53 Unresolved                  
152132,-37.18009,-27.793884,9 CTX PyrL2/L3/L4 Mef2c        
123961,-24.041384,-23.612309,40 HIPP Granule/PyrCA3         
35565,86.34271,9.26037,57 Oligo MOL                   
98582,39.375206,39.8399,28 CB Granule                  
22305,-21.236269,42.481243,53 Unresolved                  
134876,-44.162296,-22.262615,38 HIPP Pyr Grik4              
13147,-29.918015,-30.937286,53 Unresolved                  
154869,-0.3885821,-23.490606,53 Unresolved                  
28238,-16.090376,-7.3702683,53 Unresolved                  
1585,-13.115359,-34.439087,39 HIPP Granule Nrp2           
29781,-39.404842,-36.30566,53 Unresolved                  
25487,15.00254,-0.83909327,49 Migrating Int Lgr6          
86946,14.916878,-13.182104,47 Migrating Int Foxp2         
89202,-18.708916,37.15989,53 Unresolved                  
161942,33.374184,29.929441,28 CB Granule                  
38854,8.357514,-31.12111,4 Medium Spiny Neurons         
11561,-14.792719,30.132849,53 Unresolved                  
73513,-29.34901,24.3526,53 Unresolved                  
71987,47.134895,-28.857046,69 Astro Prdm16                
146520,-26.671518,13.760039,53 Unresolved                  
132662,-39.86665,19.915438,53 Unresolved                  
142115,-13.168725,-2.785406,53 Unresolved                  
45391,-31.14571,-26.654087,35 HIPP Pyr Crym               
147,-31.527609,-29.973007,53 Unresolved                  
47655,15.492863,-1.3746055,46 Migrating Int Cpa6          
60372,45.23252,-8.86941,71 Bergmann Glia               
33393,29.329681,-48.418636,64 Endothelia                  
9641,55.98817,-13.830353,69 Astro Prdm16                
135345,-15.6262455,-3.3862221,53 Unresolved                  
62926,10.59244,3.6261873,46 Migrating Int Cpa6          
140461,-33.912838,35.39114,53 Unresolved                  
71677,-51.250565,-15.054229,53 Unresolved                  
128273,65.145096,10.670376,61 OPC                         
453,15.003048,-4.8549595,53 Unresolved                  
24662,-27.35669,34.24251,53 Unresolved                  
104147,-23.464994,-38.117004,9 CTX PyrL2/L3/L4 Mef2c        
53934,-21.013433,-34.891308,9 CTX PyrL2/L3/L4 Mef2c        
32935,-31.024466,21.323915,53 Unresolved                  
8979,-23.301783,34.213375,53 Unresolved                  
51213,42.774933,-16.088467,69 Astro Prdm16                
67294,-5.543543,-18.378012,53 Unresolved                  
71835,-29.818281,19.157877,53 Unresolved                  
23970,22.009157,-7.748986,48 Migrating Int Pbx3          
159011,29.258524,39.772316,28 CB Granule                  
26517,-39.084534,-42.84123,17 CTX PyrL6                   
18576,-18.285095,21.427773,53 Unresolved                  
117006,-28.223488,40.21403,53 Unresolved                  
87579,34.62647,21.308134,28 CB Granule                  
121302,-54.09499,-21.880281,9 CTX PyrL2/L3/L4 Mef2c        
51969,-4.5054517,15.260237,53 Unresolved                  
35284,-45.75414,18.591934,20 THAL Glut                   
131281,7.1096683,-7.3388453,9 CTX PyrL2/L3/L4 Mef2c        
36388,56.78671,-15.950323,69 Astro Prdm16                
84735,46.248547,-10.338453,68 Astro Slc7a10               
70802,-52.42967,-29.42727,10 CTX PyrL4 Rorb              
125784,69.73951,10.981845,69 Astro Prdm16                
53233,-35.6657,-9.274346,53 Unresolved                  
160478,-18.594229,19.115093,19 MTt Glut                    
140988,61.10853,9.296384,61 OPC                         
24831,1.0394814,13.042648,44 Migrating Int Lhx6          
124856,-29.692276,-33.64553,9 CTX PyrL2/L3/L4 Mef2c        
161521,-51.00805,-23.882357,7 CTX PyrL2/L3 Met             
88049,54.7658,-25.122034,69 Astro Prdm16                
53608,-37.741478,-20.047724,11 CTX PyrL4/L5                
86738,-16.335693,49.939163,53 Unresolved                  
79160,-39.431553,-26.426043,9 CTX PyrL2/L3/L4 Mef2c        
53260,8.674939,-26.353148,4 Medium Spiny Neurons         
45868,-50.971626,-23.791437,7 CTX PyrL2/L3 Met             
55215,-34.453575,30.897646,27 CB Int Golgi/Stellate/Basket
58440,17.000437,2.1793997,46 Migrating Int Cpa6          
88545,52.391865,-9.783846,53 Unresolved                  
81431,16.054535,-29.426014,53 Unresolved                  
33181,62.818447,19.739935,61 OPC                         
151629,57.21593,-23.037807,68 Astro Slc7a10               
86467,-29.078234,6.0053034,53 Unresolved                  
13200,33.89858,0.92862463,69 Astro Prdm16                
158622,-30.082777,4.924493,53 Unresolved                  
79285,64.40058,15.971757,61 OPC                         
71866,53.588722,-26.48156,69 Astro Prdm16                
63585,42.93803,-22.16379,69 Astro Prdm16                
140284,29.09717,27.616327,28 CB Granule                  
120364,-40.482956,24.773136,53 Unresolved                  
5054,12.949543,0.82890874,46 Migrating Int Cpa6          
5384,-29.466955,-37.310833,17 CTX PyrL6                   
145949,-29.975649,13.962061,53 Unresolved                  
77556,43.155445,-30.76191,72 Ependyma                    
31608,-17.264303,29.097435,53 Unresolved                  
