,TSNE_1,TSNE_2,cluster_assignment
112261,-17.919342,-38.647762,9 CTX PyrL2/L3/L4 Mef2c        
80773,-1.3605464,1.1493692,44 Migrating Int Lhx6          
45142,-2.956757,4.1400986,53 Unresolved                  
80004,-39.23577,12.876464,53 Unresolved                  
55763,-19.59499,-6.231485,53 Unresolved                  
591,-15.534297,12.741979,53 Unresolved                  
151351,-22.862768,-26.538214,53 Unresolved                  
38155,0.35819608,-0.041597195,44 Migrating Int Lhx6          
54948,-23.713661,-31.828411,11 CTX PyrL4/L5                
20465,22.693495,-2.9453018,49 Migrating Int Lgr6          
134258,19.294151,-14.240054,4 Medium Spiny Neurons         
130829,-21.361504,-1.5798991,53 Unresolved                  
67102,43.92156,9.026757,28 CB Granule                  
44826,-7.108549,-31.442427,53 Unresolved                  
137663,34.198124,53.679882,69 Astro Prdm16                
6410,41.82795,2.2264116,28 CB Granule                  
124267,19.297075,40.10538,53 Unresolved                  
59761,2.9242625,-39.506165,14 CTX PyrL6a                  
136039,-2.7399387,0.40217203,44 Migrating Int Lhx6          
116940,19.008703,-15.355404,4 Medium Spiny Neurons         
75122,24.368315,-22.219723,4 Medium Spiny Neurons         
107018,-12.097719,-49.205685,17 CTX PyrL6                   
162995,-2.883493,-42.860252,15 CTX PyrL5/L6 Sulf1          
94273,-9.356319,9.451287,19 MTt Glut                    
45101,37.47554,54.0372,69 Astro Prdm16                
29814,-10.137842,-0.21380968,53 Unresolved                  
117248,-1.838085,0.6930947,44 Migrating Int Lhx6          
110166,38.74627,20.678598,25 CB Granule Precursor        
143849,31.421827,53.097847,68 Astro Slc7a10               
47930,51.82273,-6.9582143,28 CB Granule                  
30735,15.7630625,-0.6608881,48 Migrating Int Pbx3          
47000,-22.995998,-20.74374,53 Unresolved                  
162021,-7.401729,-2.0649328,53 Unresolved                  
30223,-33.510536,19.128979,53 Unresolved                  
113231,-24.385183,-47.4759,7 CTX PyrL2/L3 Met             
33612,-10.357012,-32.377705,9 CTX PyrL2/L3/L4 Mef2c        
149001,-43.780205,9.021985,53 Unresolved                  
52408,-24.080748,-4.1863103,44 Migrating Int Lhx6          
117849,-39.555225,-2.0334628,53 Unresolved                  
46591,3.8936794,-3.4663818,53 Unresolved                  
50563,23.099352,0.2513608,46 Migrating Int Cpa6          
88519,32.413906,45.849163,68 Astro Slc7a10               
11539,-24.878546,-22.278757,53 Unresolved                  
140333,8.782691,2.458243,44 Migrating Int Lhx6          
107326,-20.7792,16.179142,28 CB Granule                  
65246,4.6401234,-32.096104,6 CTX PyrL2/L3/L4 Ntf3         
42934,10.994186,56.45833,66 VLMC Slc6a13                
138637,7.04192,-32.144108,6 CTX PyrL2/L3/L4 Ntf3         
81540,28.784204,41.6473,53 Unresolved                  
149712,-18.193136,-43.26674,11 CTX PyrL4/L5                
58049,-18.178175,0.83081234,20 THAL Glut                   
83242,-28.205769,-9.877096,20 THAL Glut                   
25268,-0.64161,-0.56550133,44 Migrating Int Lhx6          
140063,-43.598713,10.402111,53 Unresolved                  
14491,0.8263946,26.669443,4 Medium Spiny Neurons         
92165,-27.948858,-39.157234,53 Unresolved                  
110100,26.437994,43.06916,69 Astro Prdm16                
96526,-18.413982,9.292949,53 Unresolved                  
98082,-35.441204,6.7959867,53 Unresolved                  
155959,-26.8363,14.152006,53 Unresolved                  
116691,-3.504845,-20.156979,53 Unresolved                  
118173,52.637856,2.3037617,28 CB Granule                  
27965,-1.2919629,-39.36494,14 CTX PyrL6a                  
122622,-30.097832,17.19902,53 Unresolved                  
24070,20.498121,-0.028507603,46 Migrating Int Cpa6          
104003,27.309986,45.311214,69 Astro Prdm16                
58332,16.283558,0.7082546,47 Migrating Int Foxp2         
9213,-22.786198,5.106964,53 Unresolved                  
92133,42.4538,4.1902714,53 Unresolved                  
39563,29.394264,51.69823,69 Astro Prdm16                
113559,-9.36613,3.4944117,53 Unresolved                  
50651,24.279352,0.7936038,46 Migrating Int Cpa6          
47108,-4.599616,-3.0947247,44 Migrating Int Lhx6          
112686,-24.294285,-4.8351583,53 Unresolved                  
144005,-23.934761,19.89698,53 Unresolved                  
153272,2.3154953,-37.60407,9 CTX PyrL2/L3/L4 Mef2c        
59333,8.276748,-38.10521,9 CTX PyrL2/L3/L4 Mef2c        
4881,-4.970381,41.298233,59 Oligo COP1                  
128369,25.910257,1.3183622,46 Migrating Int Cpa6          
116483,-26.311165,-47.86866,7 CTX PyrL2/L3 Met             
9487,-22.155218,-6.4280725,44 Migrating Int Lhx6          
79459,-18.602432,-0.011702798,19 MTt Glut                    
27573,-6.8593025,-43.262707,13 CTX PyrL5 Fezf2             
154405,-6.810079,45.371937,60 Oligo COP2                  
137660,-19.683142,12.127092,53 Unresolved                  
149819,-12.953626,-31.08152,11 CTX PyrL4/L5                
33823,6.2014775,-34.126816,8 CTX PyrL4 Wnt5b              
133468,0.5171012,-44.51395,53 Unresolved                  
105883,-12.925784,-28.12587,53 Unresolved                  
115629,-44.009857,4.9990263,53 Unresolved                  
104961,-31.024952,22.323751,23 Purkinje Late               
105313,20.110014,14.962376,27 CB Int Golgi/Stellate/Basket
52354,-36.01055,-2.35551,53 Unresolved                  
126975,20.47642,13.720986,28 CB Granule                  
128708,-5.835068,43.036087,60 Oligo COP2                  
92668,43.24327,8.199127,28 CB Granule                  
11052,28.057243,-23.46572,4 Medium Spiny Neurons         
123628,1.3306699,-17.74991,53 Unresolved                  
123440,19.480562,-19.895573,4 Medium Spiny Neurons         
11705,-31.911055,-10.353454,53 Unresolved                  
102896,-24.265442,-39.124672,53 Unresolved                  
132269,-7.028352,45.87915,58 Oligo NFOL1                 
32915,-20.610624,22.333748,53 Unresolved                  
141998,4.836551,1.1181592,44 Migrating Int Lhx6          
27440,26.739574,-21.996649,4 Medium Spiny Neurons         
44325,-27.756733,-12.649065,53 Unresolved                  
75290,50.254265,0.44089648,28 CB Granule                  
105811,-8.923715,10.467351,19 MTt Glut                    
108317,16.22896,-13.858791,4 Medium Spiny Neurons         
80415,-44.33029,12.834529,53 Unresolved                  
74083,-5.872767,25.964764,53 Unresolved                  
103247,-4.7183805,34.18755,61 OPC                         
74434,-35.667408,-40.574913,53 Unresolved                  
52078,48.691956,0.15565445,28 CB Granule                  
127345,32.565723,57.96917,69 Astro Prdm16                
140130,-41.626263,10.652099,53 Unresolved                  
150918,-6.16911,10.133572,53 Unresolved                  
33845,-18.458,-29.059456,9 CTX PyrL2/L3/L4 Mef2c        
26626,37.30303,18.347605,25 CB Granule Precursor        
82965,41.639107,12.168643,28 CB Granule                  
37521,-16.485939,-32.914707,9 CTX PyrL2/L3/L4 Mef2c        
93397,-13.736362,6.434411,53 Unresolved                  
8251,-10.027453,-31.33332,7 CTX PyrL2/L3 Met             
86061,0.5150202,5.928334,53 Unresolved                  
81340,-10.443464,53.510487,57 Oligo MOL                   
96112,56.37727,-1.4421351,28 CB Granule                  
34917,22.416075,-1.9800541,48 Migrating Int Pbx3          
35477,10.82373,-13.734987,53 Unresolved                  
109725,-31.769894,-46.31409,53 Unresolved                  
125576,1.7610716,9.256063,53 Unresolved                  
86228,27.812355,40.68068,71 Bergmann Glia               
141374,-24.262573,-44.841446,9 CTX PyrL2/L3/L4 Mef2c        
107737,51.4112,-7.3502684,53 Unresolved                  
127228,30.858036,18.979645,29 CB Int Precursor            
160021,-1.4859465,-42.591644,17 CTX PyrL6                   
21551,3.5790224,-33.033573,9 CTX PyrL2/L3/L4 Mef2c        
152155,5.483727,-33.900726,9 CTX PyrL2/L3/L4 Mef2c        
117737,-19.67012,-47.263187,12 CTX PyrL5 Itgb3             
55109,-4.0535183,-41.124763,14 CTX PyrL6a                  
56810,17.541061,-1.7326795,28 CB Granule                  
12270,20.577703,-2.970211,46 Migrating Int Cpa6          
56309,18.934917,46.918823,69 Astro Prdm16                
108839,14.426513,-15.474079,53 Unresolved                  
16596,-7.4949713,51.89486,57 Oligo MOL                   
111879,32.150043,54.061214,68 Astro Slc7a10               
121319,6.9209146,1.5170422,44 Migrating Int Lhx6          
114256,-24.915415,19.097378,53 Unresolved                  
14571,42.68218,6.0926857,28 CB Granule                  
59042,-38.432625,-2.296866,53 Unresolved                  
9966,-29.60988,4.9079437,53 Unresolved                  
139671,-32.557068,12.494959,19 MTt Glut                    
71993,-8.233677,-32.222496,9 CTX PyrL2/L3/L4 Mef2c        
115321,-29.476295,-49.780476,9 CTX PyrL2/L3/L4 Mef2c        
93150,-4.4771376,-41.583527,17 CTX PyrL6                   
68283,-39.44761,7.9996796,53 Unresolved                  
78043,38.977493,1.2784488,28 CB Granule                  
159076,-22.438215,-31.554049,11 CTX PyrL4/L5                
1580,8.025222,-43.2479,9 CTX PyrL2/L3/L4 Mef2c        
13538,-18.738075,-31.463322,53 Unresolved                  
152428,48.43143,-1.5509859,28 CB Granule                  
122594,-0.90880203,35.03793,61 OPC                         
50620,20.461527,42.024258,69 Astro Prdm16                
141325,-18.694313,-41.54538,11 CTX PyrL4/L5                
132450,55.314316,-6.591574,28 CB Granule                  
69786,-7.416278,-19.70191,53 Unresolved                  
108149,-30.075693,-7.182117,20 THAL Glut                   
35883,-24.33162,-12.704766,53 Unresolved                  
58999,-22.01244,22.315737,53 Unresolved                  
76493,42.161083,12.189581,28 CB Granule                  
113287,-9.808976,-18.425238,53 Unresolved                  
108518,3.7400088,-32.315918,9 CTX PyrL2/L3/L4 Mef2c        
82065,-13.69479,-38.553883,53 Unresolved                  
42750,30.532469,52.370754,68 Astro Slc7a10               
111999,-23.24494,-6.5542803,53 Unresolved                  
36992,52.51668,-2.7477791,28 CB Granule                  
127471,20.602722,1.7500296,46 Migrating Int Cpa6          
96846,-8.632245,-28.742844,9 CTX PyrL2/L3/L4 Mef2c        
42538,-0.7125092,36.41656,61 OPC                         
9408,-36.96552,-3.51054,53 Unresolved                  
85597,-35.528606,16.187037,23 Purkinje Late               
14320,54.975075,-5.895778,28 CB Granule                  
47560,39.20702,17.470247,25 CB Granule Precursor        
129285,-41.22138,1.6956393,53 Unresolved                  
36456,5.0140157,-33.749638,9 CTX PyrL2/L3/L4 Mef2c        
52492,-23.529352,11.771613,53 Unresolved                  
128417,-17.893478,-24.990007,11 CTX PyrL4/L5                
6275,-28.46621,-20.682396,53 Unresolved                  
151612,-18.769426,21.130863,43 SC Glut Gna14               
21475,-11.456955,0.87742645,4 Medium Spiny Neurons         
44072,30.448483,21.578001,36 HIPP Granule Mki67          
59704,-22.36458,-19.137936,53 Unresolved                  
83308,38.457478,26.646103,25 CB Granule Precursor        
76263,-16.774683,-28.73143,11 CTX PyrL4/L5                
96608,-3.1547937,-40.415337,9 CTX PyrL2/L3/L4 Mef2c        
93610,-38.545902,1.8731624,53 Unresolved                  
68101,16.115267,-8.35998,44 Migrating Int Lhx6          
161709,25.418716,1.0797058,46 Migrating Int Cpa6          
156532,-22.608992,-35.117702,53 Unresolved                  
100379,-28.18979,-10.584314,2 OB Mitral/Tufted Ms4a15      
122207,-45.777065,8.27732,53 Unresolved                  
97115,-31.210573,8.013024,53 Unresolved                  
122051,-31.33327,-39.967567,53 Unresolved                  
114920,33.408585,53.938892,68 Astro Slc7a10               
75581,-45.2787,5.6896725,53 Unresolved                  
6963,-44.589825,8.423963,53 Unresolved                  
139134,-25.85369,-19.707506,53 Unresolved                  
51166,31.903105,50.81001,68 Astro Slc7a10               
83779,-26.200827,3.2316675,53 Unresolved                  
55623,11.477553,57.321125,66 VLMC Slc6a13                
139296,38.788746,21.336216,25 CB Granule Precursor        
161203,30.63352,21.935951,61 OPC                         
112694,5.562472,56.475327,63 Microglia                   
141910,-12.841154,-3.4832609,53 Unresolved                  
36692,-28.833578,-20.035194,53 Unresolved                  
50143,-15.143121,1.1247107,53 Unresolved                  
131499,-27.499033,7.8983526,53 Unresolved                  
13324,0.27013674,32.806087,61 OPC                         
36214,54.361694,-4.0089517,28 CB Granule                  
2156,5.764062,1.7395055,44 Migrating Int Lhx6          
33983,9.158031,53.719006,64 Endothelia                  
25213,-22.7501,-19.607729,53 Unresolved                  
140145,20.303421,44.31336,69 Astro Prdm16                
5420,-43.914875,15.659013,53 Unresolved                  
134628,49.399967,-3.5806239,28 CB Granule                  
92495,7.153239,-32.567677,9 CTX PyrL2/L3/L4 Mef2c        
10000,-1.0981514,-18.347641,53 Unresolved                  
108002,52.081635,4.961511,28 CB Granule                  
27126,16.04203,-12.406345,46 Migrating Int Cpa6          
19310,13.1950035,-14.807736,53 Unresolved                  
46889,20.354012,-18.35174,4 Medium Spiny Neurons         
73758,31.417114,49.75414,68 Astro Slc7a10               
91914,24.61741,-20.818542,4 Medium Spiny Neurons         
29339,-26.754253,-39.65348,53 Unresolved                  
45926,-1.654099,0.64699835,44 Migrating Int Lhx6          
151488,-5.016099,-42.12141,17 CTX PyrL6                   
64709,-19.105402,3.8921492,53 Unresolved                  
146548,29.456848,42.93596,69 Astro Prdm16                
54128,28.836674,56.605473,68 Astro Slc7a10               
128749,-40.647587,17.228449,53 Unresolved                  
130004,37.61519,53.88216,69 Astro Prdm16                
40181,-5.173899,-34.624752,6 CTX PyrL2/L3/L4 Ntf3         
31678,37.797653,25.953072,25 CB Granule Precursor        
84358,25.54813,48.45816,69 Astro Prdm16                
135044,31.393526,54.358707,68 Astro Slc7a10               
68815,44.580437,8.505792,28 CB Granule                  
141282,-5.410366,35.219723,61 OPC                         
95773,-31.156948,3.5280497,53 Unresolved                  
43055,-12.041767,-0.6684516,53 Unresolved                  
42452,-17.276237,-18.75051,53 Unresolved                  
152872,-13.631808,10.223547,53 Unresolved                  
101269,6.7245874,-32.883373,8 CTX PyrL4 Wnt5b              
92150,26.624653,-26.71698,4 Medium Spiny Neurons         
44078,-26.123196,3.4438562,53 Unresolved                  
127740,29.191923,46.380787,69 Astro Prdm16                
78816,13.917191,-19.12065,4 Medium Spiny Neurons         
26005,1.1288902,34.38792,61 OPC                         
4210,6.768375,-32.486065,9 CTX PyrL2/L3/L4 Mef2c        
77292,53.92139,3.4032655,29 CB Int Precursor            
78569,-1.0157005,-44.180504,17 CTX PyrL6                   
109439,-18.009253,14.597031,53 Unresolved                  
47871,13.341632,58.328518,72 Ependyma                    
89080,-3.3398125,-34.82262,11 CTX PyrL4/L5                
110786,-35.51194,11.224258,53 Unresolved                  
161441,-29.754658,-1.0450007,53 Unresolved                  
2763,6.329261,54.918774,63 Microglia                   
11014,28.48118,46.280758,69 Astro Prdm16                
62512,-26.818892,-4.376241,53 Unresolved                  
33007,0.5872916,-42.31977,53 Unresolved                  
21431,19.247526,45.278465,71 Bergmann Glia               
42902,2.1258056,-3.7020693,53 Unresolved                  
101965,28.920084,0.41626927,53 Unresolved                  
161049,-3.6460123,-40.529808,53 Unresolved                  
20285,-14.979767,2.741493,53 Unresolved                  
0,-14.247229,0.3306761,53 Unresolved                  
58041,1.1001443,-31.987738,11 CTX PyrL4/L5                
117721,-14.436322,-9.912616,4 Medium Spiny Neurons         
47179,18.979168,45.21911,69 Astro Prdm16                
29062,20.929176,47.035976,71 Bergmann Glia               
149703,41.23307,1.0662091,53 Unresolved                  
73460,-44.191822,9.157,53 Unresolved                  
5866,4.096313,-3.3445866,53 Unresolved                  
78093,-24.994482,-3.8843503,53 Unresolved                  
85212,10.368738,-40.03055,53 Unresolved                  
138023,25.779196,50.82392,68 Astro Slc7a10               
71063,22.574442,13.560441,29 CB Int Precursor            
157143,-0.7741338,-35.242332,9 CTX PyrL2/L3/L4 Mef2c        
48325,45.687508,10.251349,28 CB Granule                  
72776,-8.325313,52.91714,57 Oligo MOL                   
160738,3.9322555,-34.56766,6 CTX PyrL2/L3/L4 Ntf3         
85008,1.9040625,-40.299995,17 CTX PyrL6                   
135693,-3.047918,4.187023,53 Unresolved                  
84588,-22.512978,8.327966,20 THAL Glut                   
5665,-31.141743,-7.6486564,20 THAL Glut                   
32552,22.50752,43.177895,69 Astro Prdm16                
11778,-23.241302,19.56332,53 Unresolved                  
104081,20.793594,-14.429788,4 Medium Spiny Neurons         
6350,-1.4181354,31.044893,61 OPC                         
22635,6.7178993,-5.494197,53 Unresolved                  
7220,-20.595234,-0.46582684,53 Unresolved                  
146725,-33.354145,-6.7484875,20 THAL Glut                   
25836,50.821552,-4.615694,28 CB Granule                  
61993,-23.294617,-1.8337983,53 Unresolved                  
57938,-11.707693,4.1074915,53 Unresolved                  
46187,10.094138,57.028477,66 VLMC Slc6a13                
118747,-45.956818,13.277231,53 Unresolved                  
36645,12.901247,-17.163963,4 Medium Spiny Neurons         
113708,-17.20771,-15.576788,53 Unresolved                  
85700,-4.1591496,35.608814,61 OPC                         
18205,-28.30326,-5.8072066,53 Unresolved                  
38642,5.474322,56.856857,63 Microglia                   
110099,-22.983845,-39.310528,11 CTX PyrL4/L5                
54711,-24.300058,-21.815939,53 Unresolved                  
99185,2.4778345,-17.173582,4 Medium Spiny Neurons         
144365,39.755325,8.270999,53 Unresolved                  
148350,35.863956,26.326315,25 CB Granule Precursor        
54876,24.957409,47.630917,69 Astro Prdm16                
100819,6.2178683,-37.842506,9 CTX PyrL2/L3/L4 Mef2c        
50173,20.860588,-18.979864,4 Medium Spiny Neurons         
60770,-20.333319,-0.478093,53 Unresolved                  
136357,-16.358723,5.6310368,53 Unresolved                  
131976,-21.342482,3.7169967,53 Unresolved                  
147759,-15.18798,10.208915,53 Unresolved                  
15158,22.84005,-22.193632,4 Medium Spiny Neurons         
15930,10.373159,57.35149,66 VLMC Slc6a13                
66541,-24.33587,8.092683,42 SC Glut Hmga2               
23830,26.06525,-25.669182,4 Medium Spiny Neurons         
17779,40.836494,14.690768,25 CB Granule Precursor        
102761,-24.197584,-33.84163,53 Unresolved                  
101238,-25.963017,-39.215435,53 Unresolved                  
83275,25.960268,-23.193035,4 Medium Spiny Neurons         
154968,29.245409,52.60824,69 Astro Prdm16                
78239,25.652851,41.32658,69 Astro Prdm16                
146550,7.9977164,-21.194786,53 Unresolved                  
1188,-4.526659,3.576156,53 Unresolved                  
85557,9.465934,-24.696924,39 HIPP Granule Nrp2           
15802,-28.599157,-38.452366,40 HIPP Granule/PyrCA3         
148663,25.965775,56.485416,69 Astro Prdm16                
134540,1.5035399,-11.425636,53 Unresolved                  
136186,8.525457,55.348778,62 Macrophage                  
28006,21.087933,-17.411953,4 Medium Spiny Neurons         
14168,-0.19032218,36.368065,61 OPC                         
129340,-10.88327,-51.860588,53 Unresolved                  
35844,-1.434961,-1.1976429,53 Unresolved                  
61955,20.180456,46.569786,69 Astro Prdm16                
74499,27.306377,46.84998,69 Astro Prdm16                
61382,24.443417,42.799683,68 Astro Slc7a10               
20402,-16.009836,-52.33021,7 CTX PyrL2/L3 Met             
94079,-21.273335,-54.51216,53 Unresolved                  
76882,-27.12655,-48.236355,53 Unresolved                  
97925,-32.564014,12.329709,19 MTt Glut                    
160292,19.699316,51.639202,9 CTX PyrL2/L3/L4 Mef2c        
96136,-31.631311,15.19255,53 Unresolved                  
157485,-34.408077,8.391509,53 Unresolved                  
126175,5.386994,-14.308486,53 Unresolved                  
161169,-29.566402,-44.430943,53 Unresolved                  
110274,-10.726328,56.20025,57 Oligo MOL                   
122578,51.82942,0.41226488,28 CB Granule                  
99048,2.0254042,-4.217954,53 Unresolved                  
147484,-33.48813,-17.604254,53 Unresolved                  
98915,-10.05777,52.511024,57 Oligo MOL                   
78299,53.447906,-2.6098824,9 CTX PyrL2/L3/L4 Mef2c        
124875,22.251816,-24.542444,53 Unresolved                  
62672,-33.580414,-4.0862584,20 THAL Glut                   
141923,-2.482335,-28.73617,40 HIPP Granule/PyrCA3         
159815,39.385128,4.4337187,53 Unresolved                  
141585,30.747097,51.63042,68 Astro Slc7a10               
17059,-32.83998,-20.818321,53 Unresolved                  
30368,-20.61303,-48.45695,10 CTX PyrL4 Rorb              
101044,-26.539972,0.75812644,53 Unresolved                  
93904,-33.14636,-43.22231,53 Unresolved                  
50983,6.8728104,-0.46272048,44 Migrating Int Lhx6          
23966,-47.443253,10.550285,53 Unresolved                  
19652,23.29017,48.14855,71 Bergmann Glia               
151148,-11.783293,53.24713,57 Oligo MOL                   
18968,-3.9025288,-1.1334317,44 Migrating Int Lhx6          
141568,-5.9891334,26.003767,53 Unresolved                  
58251,24.76262,-2.4547248,28 CB Granule                  
153153,-21.93284,21.573456,53 Unresolved                  
141705,27.177338,-22.605612,4 Medium Spiny Neurons         
147289,-7.165082,-30.879887,44 Migrating Int Lhx6          
52390,9.369909,-8.97194,53 Unresolved                  
100150,-36.047424,-12.578541,20 THAL Glut                   
63982,22.87562,45.676456,69 Astro Prdm16                
25889,33.88844,23.38781,29 CB Int Precursor            
148371,23.079847,-1.16818,46 Migrating Int Cpa6          
122547,-26.179705,-9.603186,53 Unresolved                  
63957,5.1640415,-31.862446,6 CTX PyrL2/L3/L4 Ntf3         
26660,-3.0350618,34.720116,61 OPC                         
100761,-24.556192,11.3206,53 Unresolved                  
11972,-27.14475,15.420965,53 Unresolved                  
22294,-8.039283,46.824852,58 Oligo NFOL1                 
21284,-32.974255,-7.8720326,20 THAL Glut                   
72262,-11.410472,-43.36753,15 CTX PyrL5/L6 Sulf1          
31401,26.637592,54.09183,61 OPC                         
99251,-15.406728,-23.020983,38 HIPP Pyr Grik4              
125136,-17.257896,-47.049088,53 Unresolved                  
102493,-25.911087,-38.659805,40 HIPP Granule/PyrCA3         
130226,-10.542488,-51.074028,17 CTX PyrL6                   
66449,-21.71777,-55.412937,9 CTX PyrL2/L3/L4 Mef2c        
47494,-0.23769578,-46.5859,17 CTX PyrL6                   
159635,8.833887,-40.71415,10 CTX PyrL4 Rorb              
50701,55.356796,-1.4631495,28 CB Granule                  
127218,0.1711717,-25.497358,53 Unresolved                  
44703,7.944066,-37.8935,9 CTX PyrL2/L3/L4 Mef2c        
95351,-23.739735,14.964253,53 Unresolved                  
70534,-4.0516424,-44.017227,17 CTX PyrL6                   
120194,-11.745328,-47.75519,17 CTX PyrL6                   
127104,26.095432,0.7448059,46 Migrating Int Cpa6          
8529,18.22667,-1.1472166,53 Unresolved                  
28054,-28.480223,-47.662064,53 Unresolved                  
74664,-8.910837,-18.30663,53 Unresolved                  
126435,16.484087,-10.366966,48 Migrating Int Pbx3          
145640,-17.7256,-24.658146,53 Unresolved                  
24511,16.062197,1.0896922,47 Migrating Int Foxp2         
9981,-12.046738,51.64832,56 Oligo MFOL1                 
72557,-25.47964,-47.663513,7 CTX PyrL2/L3 Met             
73467,12.115523,-7.8001533,48 Migrating Int Pbx3          
151583,-6.531252,35.88708,61 OPC                         
86913,29.171131,21.030666,53 Unresolved                  
59802,-25.481237,11.470549,53 Unresolved                  
16173,27.014574,52.799137,71 Bergmann Glia               
100245,-29.599436,-2.1428242,53 Unresolved                  
113741,-25.17054,22.461065,53 Unresolved                  
160162,-3.1200588,-16.742256,53 Unresolved                  
96793,-9.203331,4.8475747,53 Unresolved                  
74479,32.95762,21.258741,29 CB Int Precursor            
32456,-0.8678391,-41.69376,17 CTX PyrL6                   
118021,24.465055,-0.76582116,46 Migrating Int Cpa6          
130931,19.22007,-17.603817,4 Medium Spiny Neurons         
86267,-27.54059,-0.35592297,53 Unresolved                  
145910,-7.176055,45.920277,58 Oligo NFOL1                 
75144,2.0861874,-24.12559,53 Unresolved                  
2228,-26.60011,-3.911355,53 Unresolved                  
79552,43.812218,6.4535646,28 CB Granule                  
33105,33.38566,25.028116,25 CB Granule Precursor        
60822,-30.703495,16.766035,53 Unresolved                  
152132,-5.165587,-35.944633,9 CTX PyrL2/L3/L4 Mef2c        
123961,-2.3325202,-27.852867,40 HIPP Granule/PyrCA3         
35565,-8.985694,53.228233,57 Oligo MOL                   
98582,53.679264,-0.6187158,28 CB Granule                  
22305,-42.594963,8.712662,53 Unresolved                  
134876,-27.185188,-37.980602,38 HIPP Pyr Grik4              
13147,11.619937,-38.297432,53 Unresolved                  
154869,17.835848,-23.890627,53 Unresolved                  
28238,-31.201685,-41.817272,53 Unresolved                  
1585,10.02178,-25.887589,39 HIPP Granule Nrp2           
29781,-13.774721,-50.447155,53 Unresolved                  
25487,21.56966,0.37672135,49 Migrating Int Lgr6          
86946,7.7176085,-4.6524177,47 Migrating Int Foxp2         
89202,-28.1528,12.361858,53 Unresolved                  
161942,45.502815,8.381307,28 CB Granule                  
38854,26.793083,-22.953838,4 Medium Spiny Neurons         
11561,-23.13858,2.502632,53 Unresolved                  
73513,-31.658287,3.2879248,53 Unresolved                  
71987,31.825333,55.994514,69 Astro Prdm16                
146520,-31.94118,-18.52443,53 Unresolved                  
132662,-34.05206,6.398961,53 Unresolved                  
142115,-5.6640496,0.6155463,53 Unresolved                  
45391,4.647631,-28.759514,35 HIPP Pyr Crym               
147,-0.06598321,-30.507666,53 Unresolved                  
47655,20.107552,2.1018171,46 Migrating Int Cpa6          
60372,22.983027,39.28451,71 Bergmann Glia               
33393,8.976879,52.66139,64 Endothelia                  
9641,30.664558,45.123405,69 Astro Prdm16                
135345,45.533054,13.104582,53 Unresolved                  
62926,20.01558,1.9068648,46 Migrating Int Cpa6          
140461,-33.90653,10.624228,53 Unresolved                  
71677,-21.138136,-41.016457,53 Unresolved                  
128273,-4.420859,34.03038,61 OPC                         
453,21.98308,-14.96437,53 Unresolved                  
24662,-35.287605,11.122449,53 Unresolved                  
104147,4.0695567,-36.925938,9 CTX PyrL2/L3/L4 Mef2c        
53934,7.9486413,-29.140417,9 CTX PyrL2/L3/L4 Mef2c        
32935,-31.162668,-4.956011,53 Unresolved                  
8979,-25.020319,11.943079,53 Unresolved                  
51213,20.864557,47.303684,69 Astro Prdm16                
67294,0.1988478,-5.6845937,53 Unresolved                  
71835,-36.531612,-4.2814994,53 Unresolved                  
23970,14.458652,-0.3734987,48 Migrating Int Pbx3          
159011,53.054386,-7.260482,28 CB Granule                  
26517,-9.001107,-48.83902,17 CTX PyrL6                   
18576,-17.838005,-4.9957848,53 Unresolved                  
117006,-39.884533,9.445572,53 Unresolved                  
87579,42.54652,11.070176,28 CB Granule                  
121302,-24.74399,-49.217316,9 CTX PyrL2/L3/L4 Mef2c        
51969,20.029636,12.083752,53 Unresolved                  
35284,-34.825172,-5.8274245,20 THAL Glut                   
131281,-15.841381,-42.27448,9 CTX PyrL2/L3/L4 Mef2c        
36388,33.09595,45.720123,69 Astro Prdm16                
84735,31.507835,38.73437,68 Astro Slc7a10               
70802,-23.659983,-52.339836,10 CTX PyrL4 Rorb              
125784,-3.3997846,38.906483,69 Astro Prdm16                
53233,-11.804753,-36.98927,53 Unresolved                  
160478,-13.485066,4.171774,19 MTt Glut                    
140988,18.849838,42.32417,61 OPC                         
24831,8.814499,2.293583,44 Migrating Int Lhx6          
124856,5.020874,-35.89554,9 CTX PyrL2/L3/L4 Mef2c        
161521,-27.367712,-45.002735,7 CTX PyrL2/L3 Met             
88049,31.347553,57.117256,69 Astro Prdm16                
53608,-18.300047,-29.083626,11 CTX PyrL4/L5                
86738,-23.635708,19.612244,53 Unresolved                  
79160,-15.395924,-33.910664,9 CTX PyrL2/L3/L4 Mef2c        
53260,19.19246,-23.359102,4 Medium Spiny Neurons         
45868,-27.094412,-45.375862,7 CTX PyrL2/L3 Met             
55215,-25.921417,9.489604,27 CB Int Golgi/Stellate/Basket
58440,21.160406,-3.0717542,46 Migrating Int Cpa6          
88545,34.931778,5.041702,53 Unresolved                  
81431,38.912956,-0.3437432,53 Unresolved                  
33181,1.9102247,39.219448,61 OPC                         
151629,32.39365,53.05046,68 Astro Slc7a10               
86467,-25.996403,-1.8097174,53 Unresolved                  
13200,30.850157,23.36219,69 Astro Prdm16                
158622,-26.917854,-2.02715,53 Unresolved                  
79285,-5.9567943,38.33122,61 OPC                         
71866,29.678066,55.487614,69 Astro Prdm16                
63585,32.874924,59.22269,69 Astro Prdm16                
