Health,batch,Location,Subject,Cluster,Count,Total,Other
Healthy,1,LP,N15,Enterocytes,0,734,734
Healthy,1,LP,N15,Enteroendocrine,0,734,734
Healthy,1,LP,N15,Follicular,0,734,734
Healthy,1,LP,N15,GC,0,734,734
Healthy,1,LP,N15,Glia,26,734,708
Healthy,1,LP,N15,Goblet,0,734,734
Healthy,1,LP,N15,ILCs,0,734,734
Healthy,1,LP,N15,Immature Enterocytes 1,0,734,734
Healthy,1,LP,N15,Immature Enterocytes 2,0,734,734
Healthy,1,LP,N15,Immature Goblet,0,734,734
Healthy,1,LP,N15,Inflammatory Fibroblasts,7,734,727
Healthy,1,LP,N15,Inflammatory Monocytes,0,734,734
Healthy,1,LP,N15,M cells,0,734,734
Healthy,1,LP,N15,MT-hi,0,734,734
Healthy,1,LP,N15,Macrophages,0,734,734
Healthy,1,LP,N15,Microvascular,45,734,689
Healthy,1,LP,N15,Myofibroblasts,51,734,683
Healthy,1,LP,N15,NKs,0,734,734
Healthy,1,LP,N15,Pericytes,13,734,721
Healthy,1,LP,N15,Plasma,0,734,734
Healthy,1,LP,N15,Post-capillary Venules,43,734,691
Healthy,1,LP,N15,RSPO3+,16,734,718
Healthy,1,LP,N15,Secretory TA,0,734,734
Healthy,1,LP,N15,Stem,0,734,734
Healthy,1,LP,N15,TA 1,0,734,734
Healthy,1,LP,N15,TA 2,0,734,734
Healthy,1,LP,N15,Tregs,0,734,734
Healthy,1,LP,N15,Tuft,0,734,734
Healthy,1,LP,N15,WNT2B+ Fos-hi,40,734,694
Healthy,1,LP,N15,WNT2B+ Fos-lo 1,149,734,585
Healthy,1,LP,N15,WNT2B+ Fos-lo 2,51,734,683
Healthy,1,LP,N15,WNT5B+ 1,62,734,672
Healthy,1,LP,N15,WNT5B+ 2,145,734,589
Healthy,1,LP,N16,Best4+ Enterocytes,0,363,363
Healthy,1,LP,N16,CD4+ Activated Fos-hi,0,363,363
Healthy,1,LP,N16,CD4+ Activated Fos-lo,0,363,363
Healthy,1,LP,N16,CD4+ Memory,0,363,363
Healthy,1,LP,N16,CD4+ PD1+,0,363,363
Healthy,1,LP,N16,CD8+ IELs,0,363,363
Healthy,1,LP,N16,CD8+ IL17+,0,363,363
Healthy,1,LP,N16,CD8+ LP,0,363,363
Healthy,1,LP,N16,CD69+ Mast,0,363,363
Healthy,1,LP,N16,CD69- Mast,0,363,363
Healthy,1,LP,N16,Cycling B,0,363,363
Healthy,1,LP,N16,Cycling Monocytes,0,363,363
Healthy,1,LP,N16,Cycling T,0,363,363
Healthy,1,LP,N16,Cycling TA,0,363,363
Healthy,1,LP,N16,DC1,0,363,363
Healthy,1,LP,N16,DC2,0,363,363
Healthy,1,LP,N16,Endothelial,12,363,351
Healthy,1,LP,N16,Enterocyte Progenitors,0,363,363
Healthy,1,LP,N16,Enterocytes,0,363,363
Healthy,1,LP,N16,Enteroendocrine,0,363,363
Healthy,1,LP,N16,Follicular,0,363,363
Healthy,1,LP,N16,GC,0,363,363
Healthy,1,LP,N16,Glia,14,363,349
Healthy,1,LP,N16,Goblet,0,363,363
Healthy,1,LP,N16,ILCs,0,363,363
Healthy,1,LP,N16,Immature Enterocytes 1,0,363,363
Healthy,1,LP,N16,Immature Enterocytes 2,0,363,363
Healthy,1,LP,N16,Immature Goblet,0,363,363
Healthy,1,LP,N16,Inflammatory Fibroblasts,1,363,362
Healthy,1,LP,N16,Inflammatory Monocytes,0,363,363
Healthy,1,LP,N16,M cells,0,363,363
Healthy,1,LP,N16,MT-hi,0,363,363
Healthy,1,LP,N16,Macrophages,0,363,363
Healthy,1,LP,N16,Microvascular,17,363,346
Healthy,1,LP,N16,Myofibroblasts,26,363,337
Healthy,1,LP,N16,NKs,0,363,363
Healthy,1,LP,N16,Pericytes,4,363,359
Healthy,1,LP,N16,Plasma,0,363,363
Healthy,1,LP,N16,Post-capillary Venules,15,363,348
Healthy,1,LP,N16,RSPO3+,3,363,360
Healthy,1,LP,N16,Secretory TA,0,363,363
Healthy,1,LP,N16,Stem,0,363,363
Healthy,1,LP,N16,TA 1,0,363,363
Healthy,1,LP,N16,TA 2,0,363,363
Healthy,1,LP,N16,Tregs,0,363,363
Healthy,1,LP,N16,Tuft,0,363,363
Healthy,1,LP,N16,WNT2B+ Fos-hi,80,363,283
Healthy,1,LP,N16,WNT2B+ Fos-lo 1,75,363,288
Healthy,1,LP,N16,WNT2B+ Fos-lo 2,55,363,308
Healthy,1,LP,N16,WNT5B+ 1,21,363,342
Healthy,1,LP,N16,WNT5B+ 2,40,363,323
Healthy,1,LP,N17,Best4+ Enterocytes,0,357,357
Healthy,1,LP,N17,CD4+ Activated Fos-hi,0,357,357
Healthy,1,LP,N17,CD4+ Activated Fos-lo,0,357,357
Healthy,1,LP,N17,CD4+ Memory,0,357,357
Healthy,1,LP,N17,CD4+ PD1+,0,357,357
Healthy,1,LP,N17,CD8+ IELs,0,357,357
Healthy,1,LP,N17,CD8+ IL17+,0,357,357
Healthy,1,LP,N17,CD8+ LP,0,357,357
Healthy,1,LP,N17,CD69+ Mast,0,357,357
Healthy,1,LP,N17,CD69- Mast,0,357,357
Healthy,1,LP,N17,Cycling B,0,357,357
Healthy,1,LP,N17,Cycling Monocytes,0,357,357
Healthy,1,LP,N17,Cycling T,0,357,357
Healthy,1,LP,N17,Cycling TA,0,357,357
Healthy,1,LP,N17,DC1,0,357,357
Healthy,1,LP,N17,DC2,0,357,357
Healthy,1,LP,N17,Endothelial,24,357,333
Healthy,1,LP,N17,Enterocyte Progenitors,0,357,357
Healthy,1,LP,N17,Enterocytes,0,357,357
Healthy,1,LP,N17,Enteroendocrine,0,357,357
Healthy,1,LP,N17,Follicular,0,357,357
Healthy,1,LP,N17,GC,0,357,357
Healthy,1,LP,N17,Glia,12,357,345
Healthy,1,LP,N17,Goblet,0,357,357
Healthy,1,LP,N17,ILCs,0,357,357
Healthy,1,LP,N17,Immature Enterocytes 1,0,357,357
Healthy,1,LP,N17,Immature Enterocytes 2,0,357,357
Healthy,1,LP,N17,Immature Goblet,0,357,357
Healthy,1,LP,N17,Inflammatory Fibroblasts,2,357,355
Healthy,1,LP,N17,Inflammatory Monocytes,0,357,357
Healthy,1,LP,N17,M cells,0,357,357
Healthy,1,LP,N17,MT-hi,0,357,357
Healthy,1,LP,N17,Macrophages,0,357,357
Healthy,1,LP,N17,Microvascular,21,357,336
Healthy,1,LP,N17,Myofibroblasts,21,357,336
Healthy,1,LP,N17,NKs,0,357,357
Healthy,1,LP,N17,Pericytes,3,357,354
Healthy,1,LP,N17,Plasma,0,357,357
Healthy,1,LP,N17,Post-capillary Venules,16,357,341
Healthy,1,LP,N17,RSPO3+,5,357,352
Healthy,1,LP,N17,Secretory TA,0,357,357
Healthy,1,LP,N17,Stem,0,357,357
Healthy,1,LP,N17,TA 1,0,357,357
Healthy,1,LP,N17,TA 2,0,357,357
Healthy,1,LP,N17,Tregs,0,357,357
Healthy,1,LP,N17,Tuft,0,357,357
Healthy,1,LP,N17,WNT2B+ Fos-hi,48,357,309
Healthy,1,LP,N17,WNT2B+ Fos-lo 1,90,357,267
Healthy,1,LP,N17,WNT2B+ Fos-lo 2,37,357,320
Healthy,1,LP,N17,WNT5B+ 1,15,357,342
Healthy,1,LP,N17,WNT5B+ 2,63,357,294
Healthy,1,LP,N18,Best4+ Enterocytes,0,921,921
Healthy,1,LP,N18,CD4+ Activated Fos-hi,0,921,921
Healthy,1,LP,N18,CD4+ Activated Fos-lo,0,921,921
Healthy,1,LP,N18,CD4+ Memory,0,921,921
Healthy,1,LP,N18,CD4+ PD1+,0,921,921
Healthy,1,LP,N18,CD8+ IELs,0,921,921
Healthy,1,LP,N18,CD8+ IL17+,0,921,921
Healthy,1,LP,N18,CD8+ LP,0,921,921
Healthy,1,LP,N18,CD69+ Mast,0,921,921
Healthy,1,LP,N18,CD69- Mast,0,921,921
Healthy,1,LP,N18,Cycling B,0,921,921
Healthy,1,LP,N18,Cycling Monocytes,0,921,921
Healthy,1,LP,N18,Cycling T,0,921,921
Healthy,1,LP,N18,Cycling TA,0,921,921
Healthy,1,LP,N18,DC1,0,921,921
Healthy,1,LP,N18,DC2,0,921,921
Healthy,1,LP,N18,Endothelial,30,921,891
Healthy,1,LP,N18,Enterocyte Progenitors,0,921,921
Healthy,1,LP,N18,Enterocytes,0,921,921
Healthy,1,LP,N18,Enteroendocrine,0,921,921
Healthy,1,LP,N18,Follicular,0,921,921
Healthy,1,LP,N18,GC,0,921,921
Healthy,1,LP,N18,Glia,39,921,882
Healthy,1,LP,N18,Goblet,0,921,921
Healthy,1,LP,N18,ILCs,0,921,921
Healthy,1,LP,N18,Immature Enterocytes 1,0,921,921
Healthy,1,LP,N18,Immature Enterocytes 2,0,921,921
Healthy,1,LP,N18,Immature Goblet,0,921,921
Healthy,1,LP,N18,Inflammatory Fibroblasts,0,921,921
Healthy,1,LP,N18,Inflammatory Monocytes,0,921,921
Healthy,1,LP,N18,M cells,0,921,921
Healthy,1,LP,N18,MT-hi,0,921,921
Healthy,1,LP,N18,Macrophages,0,921,921
Healthy,1,LP,N18,Microvascular,36,921,885
Healthy,1,LP,N18,Myofibroblasts,40,921,881
Healthy,1,LP,N18,NKs,0,921,921
Healthy,1,LP,N18,Pericytes,8,921,913
Healthy,1,LP,N18,Plasma,0,921,921
Healthy,1,LP,N18,Post-capillary Venules,15,921,906
Healthy,1,LP,N18,RSPO3+,20,921,901
Healthy,1,LP,N18,Secretory TA,0,921,921
Healthy,1,LP,N18,Stem,0,921,921
Healthy,1,LP,N18,TA 1,0,921,921
Healthy,1,LP,N18,TA 2,0,921,921
Healthy,1,LP,N18,Tregs,0,921,921
Healthy,1,LP,N18,Tuft,0,921,921
Healthy,1,LP,N18,WNT2B+ Fos-hi,147,921,774
Healthy,1,LP,N18,WNT2B+ Fos-lo 1,207,921,714
Healthy,1,LP,N18,WNT2B+ Fos-lo 2,65,921,856
Healthy,1,LP,N18,WNT5B+ 1,204,921,717
Healthy,1,LP,N18,WNT5B+ 2,110,921,811
Healthy,1,LP,N19,Best4+ Enterocytes,0,0,0
Healthy,1,LP,N19,CD4+ Activated Fos-hi,0,0,0
Healthy,1,LP,N19,CD4+ Activated Fos-lo,0,0,0
Healthy,1,LP,N19,CD4+ Memory,0,0,0
Healthy,1,LP,N19,CD4+ PD1+,0,0,0
Healthy,1,LP,N19,CD8+ IELs,0,0,0
Healthy,1,LP,N19,CD8+ IL17+,0,0,0
Healthy,1,LP,N19,CD8+ LP,0,0,0
Healthy,1,LP,N19,CD69+ Mast,0,0,0
Healthy,1,LP,N19,CD69- Mast,0,0,0
Healthy,1,LP,N19,Cycling B,0,0,0
Healthy,1,LP,N19,Cycling Monocytes,0,0,0
Healthy,1,LP,N19,Cycling T,0,0,0
Healthy,1,LP,N19,Cycling TA,0,0,0
Healthy,1,LP,N19,DC1,0,0,0
Healthy,1,LP,N19,DC2,0,0,0
Healthy,1,LP,N19,Endothelial,0,0,0
Healthy,1,LP,N19,Enterocyte Progenitors,0,0,0
Healthy,1,LP,N19,Enterocytes,0,0,0
Healthy,1,LP,N19,Enteroendocrine,0,0,0
Healthy,1,LP,N19,Follicular,0,0,0
Healthy,1,LP,N19,GC,0,0,0
Healthy,1,LP,N19,Glia,0,0,0
Healthy,1,LP,N19,Goblet,0,0,0
Healthy,1,LP,N19,ILCs,0,0,0
Healthy,1,LP,N19,Immature Enterocytes 1,0,0,0
Healthy,1,LP,N19,Immature Enterocytes 2,0,0,0
Healthy,1,LP,N19,Immature Goblet,0,0,0
Healthy,1,LP,N19,Inflammatory Fibroblasts,0,0,0
Healthy,1,LP,N19,Inflammatory Monocytes,0,0,0
Healthy,1,LP,N19,M cells,0,0,0
Healthy,1,LP,N19,MT-hi,0,0,0
Healthy,1,LP,N19,Macrophages,0,0,0
Healthy,1,LP,N19,Microvascular,0,0,0
Healthy,1,LP,N19,Myofibroblasts,0,0,0
Healthy,1,LP,N19,NKs,0,0,0
Healthy,1,LP,N19,Pericytes,0,0,0
Healthy,1,LP,N19,Plasma,0,0,0
Healthy,1,LP,N19,Post-capillary Venules,0,0,0
Healthy,1,LP,N19,RSPO3+,0,0,0
Healthy,1,LP,N19,Secretory TA,0,0,0
Healthy,1,LP,N19,Stem,0,0,0
Healthy,1,LP,N19,TA 1,0,0,0
Healthy,1,LP,N19,TA 2,0,0,0
Healthy,1,LP,N19,Tregs,0,0,0
Healthy,1,LP,N19,Tuft,0,0,0
Healthy,1,LP,N19,WNT2B+ Fos-hi,0,0,0
Healthy,1,LP,N19,WNT2B+ Fos-lo 1,0,0,0
Healthy,1,LP,N19,WNT2B+ Fos-lo 2,0,0,0
Healthy,1,LP,N19,WNT5B+ 1,0,0,0
Healthy,1,LP,N19,WNT5B+ 2,0,0,0
Healthy,1,LP,N20,Best4+ Enterocytes,0,580,580
Healthy,1,LP,N20,CD4+ Activated Fos-hi,0,580,580
Healthy,1,LP,N20,CD4+ Activated Fos-lo,0,580,580
Healthy,1,LP,N20,CD4+ Memory,0,580,580
Healthy,1,LP,N20,CD4+ PD1+,0,580,580
Healthy,1,LP,N20,CD8+ IELs,0,580,580
Healthy,1,LP,N20,CD8+ IL17+,0,580,580
Healthy,1,LP,N20,CD8+ LP,0,580,580
Healthy,1,LP,N20,CD69+ Mast,0,580,580
Healthy,1,LP,N20,CD69- Mast,0,580,580
Healthy,1,LP,N20,Cycling B,0,580,580
Healthy,1,LP,N20,Cycling Monocytes,0,580,580
Healthy,1,LP,N20,Cycling T,0,580,580
Healthy,1,LP,N20,Cycling TA,0,580,580
Healthy,1,LP,N20,DC1,0,580,580
Healthy,1,LP,N20,DC2,0,580,580
Healthy,1,LP,N20,Endothelial,31,580,549
Healthy,1,LP,N20,Enterocyte Progenitors,0,580,580
Healthy,1,LP,N20,Enterocytes,0,580,580
Healthy,1,LP,N20,Enteroendocrine,0,580,580
Healthy,1,LP,N20,Follicular,0,580,580
Healthy,1,LP,N20,GC,0,580,580
Healthy,1,LP,N20,Glia,36,580,544
Healthy,1,LP,N20,Goblet,0,580,580
Healthy,1,LP,N20,ILCs,0,580,580
Healthy,1,LP,N20,Immature Enterocytes 1,0,580,580
Healthy,1,LP,N20,Immature Enterocytes 2,0,580,580
Healthy,1,LP,N20,Immature Goblet,0,580,580
Healthy,1,LP,N20,Inflammatory Fibroblasts,2,580,578
Healthy,1,LP,N20,Inflammatory Monocytes,0,580,580
Healthy,1,LP,N20,M cells,0,580,580
Healthy,1,LP,N20,MT-hi,0,580,580
Healthy,1,LP,N20,Macrophages,0,580,580
Healthy,1,LP,N20,Microvascular,39,580,541
Healthy,1,LP,N20,Myofibroblasts,23,580,557
Healthy,1,LP,N20,NKs,0,580,580
Healthy,1,LP,N20,Pericytes,11,580,569
Healthy,1,LP,N20,Plasma,0,580,580
Healthy,1,LP,N20,Post-capillary Venules,36,580,544
Healthy,1,LP,N20,RSPO3+,3,580,577
Healthy,1,LP,N20,Secretory TA,0,580,580
Healthy,1,LP,N20,Stem,0,580,580
Healthy,1,LP,N20,TA 1,0,580,580
Healthy,1,LP,N20,TA 2,0,580,580
Healthy,1,LP,N20,Tregs,0,580,580
Healthy,1,LP,N20,Tuft,0,580,580
Healthy,1,LP,N20,WNT2B+ Fos-hi,66,580,514
Healthy,1,LP,N20,WNT2B+ Fos-lo 1,138,580,442
Healthy,1,LP,N20,WNT2B+ Fos-lo 2,93,580,487
Healthy,1,LP,N20,WNT5B+ 1,50,580,530
Healthy,1,LP,N20,WNT5B+ 2,52,580,528
Healthy,1,LP,N21,Best4+ Enterocytes,0,316,316
Healthy,1,LP,N21,CD4+ Activated Fos-hi,0,316,316
Healthy,1,LP,N21,CD4+ Activated Fos-lo,0,316,316
Healthy,1,LP,N21,CD4+ Memory,0,316,316
Healthy,1,LP,N21,CD4+ PD1+,0,316,316
Healthy,1,LP,N21,CD8+ IELs,0,316,316
Healthy,1,LP,N21,CD8+ IL17+,0,316,316
Healthy,1,LP,N21,CD8+ LP,0,316,316
Healthy,1,LP,N21,CD69+ Mast,0,316,316
Healthy,1,LP,N21,CD69- Mast,0,316,316
Healthy,1,LP,N21,Cycling B,0,316,316
Healthy,1,LP,N21,Cycling Monocytes,0,316,316
Healthy,1,LP,N21,Cycling T,0,316,316
Healthy,1,LP,N21,Cycling TA,0,316,316
Healthy,1,LP,N21,DC1,0,316,316
Healthy,1,LP,N21,DC2,0,316,316
Healthy,1,LP,N21,Endothelial,10,316,306
Healthy,1,LP,N21,Enterocyte Progenitors,0,316,316
Healthy,1,LP,N21,Enterocytes,0,316,316
Healthy,1,LP,N21,Enteroendocrine,0,316,316
Healthy,1,LP,N21,Follicular,0,316,316
Healthy,1,LP,N21,GC,0,316,316
Healthy,1,LP,N21,Glia,12,316,304
Healthy,1,LP,N21,Goblet,0,316,316
Healthy,1,LP,N21,ILCs,0,316,316
Healthy,1,LP,N21,Immature Enterocytes 1,0,316,316
Healthy,1,LP,N21,Immature Enterocytes 2,0,316,316
Healthy,1,LP,N21,Immature Goblet,0,316,316
Healthy,1,LP,N21,Inflammatory Fibroblasts,0,316,316
Healthy,1,LP,N21,Inflammatory Monocytes,0,316,316
Healthy,1,LP,N21,M cells,0,316,316
Healthy,1,LP,N21,MT-hi,0,316,316
Healthy,1,LP,N21,Macrophages,0,316,316
Healthy,1,LP,N21,Microvascular,5,316,311
Healthy,1,LP,N21,Myofibroblasts,19,316,297
Healthy,1,LP,N21,NKs,0,316,316
Healthy,1,LP,N21,Pericytes,1,316,315
Healthy,1,LP,N21,Plasma,0,316,316
Healthy,1,LP,N21,Post-capillary Venules,12,316,304
Healthy,1,LP,N21,RSPO3+,10,316,306
Healthy,1,LP,N21,Secretory TA,0,316,316
Healthy,1,LP,N21,Stem,0,316,316
Healthy,1,LP,N21,TA 1,0,316,316
Healthy,1,LP,N21,TA 2,0,316,316
Healthy,1,LP,N21,Tregs,0,316,316
Healthy,1,LP,N21,Tuft,0,316,316
Healthy,1,LP,N21,WNT2B+ Fos-hi,112,316,204
Healthy,1,LP,N21,WNT2B+ Fos-lo 1,52,316,264
Healthy,1,LP,N21,WNT2B+ Fos-lo 2,31,316,285
Healthy,1,LP,N21,WNT5B+ 1,22,316,294
Healthy,1,LP,N21,WNT5B+ 2,30,316,286
Healthy,1,LP,N23,Best4+ Enterocytes,0,0,0
Healthy,1,LP,N23,CD4+ Activated Fos-hi,0,0,0
Healthy,1,LP,N23,CD4+ Activated Fos-lo,0,0,0
Healthy,1,LP,N23,CD4+ Memory,0,0,0
Healthy,1,LP,N23,CD4+ PD1+,0,0,0
Healthy,1,LP,N23,CD8+ IELs,0,0,0
Healthy,1,LP,N23,CD8+ IL17+,0,0,0
Healthy,1,LP,N23,CD8+ LP,0,0,0
Healthy,1,LP,N23,CD69+ Mast,0,0,0
Healthy,1,LP,N23,CD69- Mast,0,0,0
Healthy,1,LP,N23,Cycling B,0,0,0
Healthy,1,LP,N23,Cycling Monocytes,0,0,0
Healthy,1,LP,N23,Cycling T,0,0,0
Healthy,1,LP,N23,Cycling TA,0,0,0
Healthy,1,LP,N23,DC1,0,0,0
Healthy,1,LP,N23,DC2,0,0,0
Healthy,1,LP,N23,Endothelial,0,0,0
Healthy,1,LP,N23,Enterocyte Progenitors,0,0,0
Healthy,1,LP,N23,Enterocytes,0,0,0
Healthy,1,LP,N23,Enteroendocrine,0,0,0
Healthy,1,LP,N23,Follicular,0,0,0
Healthy,1,LP,N23,GC,0,0,0
Healthy,1,LP,N23,Glia,0,0,0
Healthy,1,LP,N23,Goblet,0,0,0
Healthy,1,LP,N23,ILCs,0,0,0
Healthy,1,LP,N23,Immature Enterocytes 1,0,0,0
Healthy,1,LP,N23,Immature Enterocytes 2,0,0,0
Healthy,1,LP,N23,Immature Goblet,0,0,0
Healthy,1,LP,N23,Inflammatory Fibroblasts,0,0,0
Healthy,1,LP,N23,Inflammatory Monocytes,0,0,0
Healthy,1,LP,N23,M cells,0,0,0
Healthy,1,LP,N23,MT-hi,0,0,0
Healthy,1,LP,N23,Macrophages,0,0,0
Healthy,1,LP,N23,Microvascular,0,0,0
Healthy,1,LP,N23,Myofibroblasts,0,0,0
Healthy,1,LP,N23,NKs,0,0,0
Healthy,1,LP,N23,Pericytes,0,0,0
Healthy,1,LP,N23,Plasma,0,0,0
Healthy,1,LP,N23,Post-capillary Venules,0,0,0
Healthy,1,LP,N23,RSPO3+,0,0,0
Healthy,1,LP,N23,Secretory TA,0,0,0
Healthy,1,LP,N23,Stem,0,0,0
Healthy,1,LP,N23,TA 1,0,0,0
Healthy,1,LP,N23,TA 2,0,0,0
Healthy,1,LP,N23,Tregs,0,0,0
Healthy,1,LP,N23,Tuft,0,0,0
Healthy,1,LP,N23,WNT2B+ Fos-hi,0,0,0
Healthy,1,LP,N23,WNT2B+ Fos-lo 1,0,0,0
Healthy,1,LP,N23,WNT2B+ Fos-lo 2,0,0,0
Healthy,1,LP,N23,WNT5B+ 1,0,0,0
Healthy,1,LP,N23,WNT5B+ 2,0,0,0
Healthy,1,LP,N24,Best4+ Enterocytes,0,0,0
Healthy,1,LP,N24,CD4+ Activated Fos-hi,0,0,0
Healthy,1,LP,N24,CD4+ Activated Fos-lo,0,0,0
Healthy,1,LP,N24,CD4+ Memory,0,0,0
Healthy,1,LP,N24,CD4+ PD1+,0,0,0
Healthy,1,LP,N24,CD8+ IELs,0,0,0
Healthy,1,LP,N24,CD8+ IL17+,0,0,0
Healthy,1,LP,N24,CD8+ LP,0,0,0
Healthy,1,LP,N24,CD69+ Mast,0,0,0
Healthy,1,LP,N24,CD69- Mast,0,0,0
Healthy,1,LP,N24,Cycling B,0,0,0
Healthy,1,LP,N24,Cycling Monocytes,0,0,0
Healthy,1,LP,N24,Cycling T,0,0,0
Healthy,1,LP,N24,Cycling TA,0,0,0
Healthy,1,LP,N24,DC1,0,0,0
Healthy,1,LP,N24,DC2,0,0,0
Healthy,1,LP,N24,Endothelial,0,0,0
Healthy,1,LP,N24,Enterocyte Progenitors,0,0,0
Healthy,1,LP,N24,Enterocytes,0,0,0
Healthy,1,LP,N24,Enteroendocrine,0,0,0
Healthy,1,LP,N24,Follicular,0,0,0
Healthy,1,LP,N24,GC,0,0,0
Healthy,1,LP,N24,Glia,0,0,0
Healthy,1,LP,N24,Goblet,0,0,0
Healthy,1,LP,N24,ILCs,0,0,0
Healthy,1,LP,N24,Immature Enterocytes 1,0,0,0
Healthy,1,LP,N24,Immature Enterocytes 2,0,0,0
Healthy,1,LP,N24,Immature Goblet,0,0,0
Healthy,1,LP,N24,Inflammatory Fibroblasts,0,0,0
Healthy,1,LP,N24,Inflammatory Monocytes,0,0,0
Healthy,1,LP,N24,M cells,0,0,0
Healthy,1,LP,N24,MT-hi,0,0,0
Healthy,1,LP,N24,Macrophages,0,0,0
Healthy,1,LP,N24,Microvascular,0,0,0
Healthy,1,LP,N24,Myofibroblasts,0,0,0
Healthy,1,LP,N24,NKs,0,0,0
Healthy,1,LP,N24,Pericytes,0,0,0
Healthy,1,LP,N24,Plasma,0,0,0
Healthy,1,LP,N24,Post-capillary Venules,0,0,0
Healthy,1,LP,N24,RSPO3+,0,0,0
Healthy,1,LP,N24,Secretory TA,0,0,0
Healthy,1,LP,N24,Stem,0,0,0
Healthy,1,LP,N24,TA 1,0,0,0
Healthy,1,LP,N24,TA 2,0,0,0
Healthy,1,LP,N24,Tregs,0,0,0
Healthy,1,LP,N24,Tuft,0,0,0
Healthy,1,LP,N24,WNT2B+ Fos-hi,0,0,0
Healthy,1,LP,N24,WNT2B+ Fos-lo 1,0,0,0
Healthy,1,LP,N24,WNT2B+ Fos-lo 2,0,0,0
Healthy,1,LP,N24,WNT5B+ 1,0,0,0
Healthy,1,LP,N24,WNT5B+ 2,0,0,0
Healthy,1,LP,N26,Best4+ Enterocytes,0,0,0
Healthy,1,LP,N26,CD4+ Activated Fos-hi,0,0,0
Healthy,1,LP,N26,CD4+ Activated Fos-lo,0,0,0
Healthy,1,LP,N26,CD4+ Memory,0,0,0
Healthy,1,LP,N26,CD4+ PD1+,0,0,0
Healthy,1,LP,N26,CD8+ IELs,0,0,0
Healthy,1,LP,N26,CD8+ IL17+,0,0,0
Healthy,1,LP,N26,CD8+ LP,0,0,0
Healthy,1,LP,N26,CD69+ Mast,0,0,0
Healthy,1,LP,N26,CD69- Mast,0,0,0
Healthy,1,LP,N26,Cycling B,0,0,0
Healthy,1,LP,N26,Cycling Monocytes,0,0,0
Healthy,1,LP,N26,Cycling T,0,0,0
Healthy,1,LP,N26,Cycling TA,0,0,0
Healthy,1,LP,N26,DC1,0,0,0
Healthy,1,LP,N26,DC2,0,0,0
Healthy,1,LP,N26,Endothelial,0,0,0
Healthy,1,LP,N26,Enterocyte Progenitors,0,0,0
Healthy,1,LP,N26,Enterocytes,0,0,0
Healthy,1,LP,N26,Enteroendocrine,0,0,0
Healthy,1,LP,N26,Follicular,0,0,0
Healthy,1,LP,N26,GC,0,0,0
Healthy,1,LP,N26,Glia,0,0,0
Healthy,1,LP,N26,Goblet,0,0,0
Healthy,1,LP,N26,ILCs,0,0,0
Healthy,1,LP,N26,Immature Enterocytes 1,0,0,0
Healthy,1,LP,N26,Immature Enterocytes 2,0,0,0
Healthy,1,LP,N26,Immature Goblet,0,0,0
Healthy,1,LP,N26,Inflammatory Fibroblasts,0,0,0
Healthy,1,LP,N26,Inflammatory Monocytes,0,0,0
Healthy,1,LP,N26,M cells,0,0,0
Healthy,1,LP,N26,MT-hi,0,0,0
Healthy,1,LP,N26,Macrophages,0,0,0
Healthy,1,LP,N26,Microvascular,0,0,0
Healthy,1,LP,N26,Myofibroblasts,0,0,0
Healthy,1,LP,N26,NKs,0,0,0
Healthy,1,LP,N26,Pericytes,0,0,0
Healthy,1,LP,N26,Plasma,0,0,0
Healthy,1,LP,N26,Post-capillary Venules,0,0,0
Healthy,1,LP,N26,RSPO3+,0,0,0
Healthy,1,LP,N26,Secretory TA,0,0,0
Healthy,1,LP,N26,Stem,0,0,0
Healthy,1,LP,N26,TA 1,0,0,0
Healthy,1,LP,N26,TA 2,0,0,0
Healthy,1,LP,N26,Tregs,0,0,0
Healthy,1,LP,N26,Tuft,0,0,0
Healthy,1,LP,N26,WNT2B+ Fos-hi,0,0,0
Healthy,1,LP,N26,WNT2B+ Fos-lo 1,0,0,0
Healthy,1,LP,N26,WNT2B+ Fos-lo 2,0,0,0
Healthy,1,LP,N26,WNT5B+ 1,0,0,0
Healthy,1,LP,N26,WNT5B+ 2,0,0,0
Healthy,1,LP,N44,Best4+ Enterocytes,0,0,0
Healthy,1,LP,N44,CD4+ Activated Fos-hi,0,0,0
Healthy,1,LP,N44,CD4+ Activated Fos-lo,0,0,0
Healthy,1,LP,N44,CD4+ Memory,0,0,0
Healthy,1,LP,N44,CD4+ PD1+,0,0,0
Healthy,1,LP,N44,CD8+ IELs,0,0,0
Healthy,1,LP,N44,CD8+ IL17+,0,0,0
Healthy,1,LP,N44,CD8+ LP,0,0,0
Healthy,1,LP,N44,CD69+ Mast,0,0,0
Healthy,1,LP,N44,CD69- Mast,0,0,0
Healthy,1,LP,N44,Cycling B,0,0,0
Healthy,1,LP,N44,Cycling Monocytes,0,0,0
Healthy,1,LP,N44,Cycling T,0,0,0
Healthy,1,LP,N44,Cycling TA,0,0,0
Healthy,1,LP,N44,DC1,0,0,0
Healthy,1,LP,N44,DC2,0,0,0
Healthy,1,LP,N44,Endothelial,0,0,0
Healthy,1,LP,N44,Enterocyte Progenitors,0,0,0
Healthy,1,LP,N44,Enterocytes,0,0,0
Healthy,1,LP,N44,Enteroendocrine,0,0,0
Healthy,1,LP,N44,Follicular,0,0,0
Healthy,1,LP,N44,GC,0,0,0
Healthy,1,LP,N44,Glia,0,0,0
